"Título de trazado: LDCapSwampHoboTRH"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20744890, SEN S/N: 20744890, LBL: TempC)","HR, % (LGR S/N: 20744890, SEN S/N: 20744890, LBL: %)","Acoplador separado (LGR S/N: 20744890)","Acoplador adjunto (LGR S/N: 20744890)","Host conectado (LGR S/N: 20744890)","Final de archivo (LGR S/N: 20744890)"
14967,11/21/25 08:00:00 a.m.,9.632,100.000,,,,
14968,11/21/25 08:30:00 a.m.,11.394,99.634,,,,
14969,11/21/25 09:00:00 a.m.,13.522,93.092,,,,
14970,11/21/25 09:30:00 a.m.,16.415,78.852,,,,
14971,11/21/25 10:00:00 a.m.,17.272,73.542,,,,
14972,11/21/25 10:30:00 a.m.,19.627,66.735,,,,
14973,11/21/25 11:00:00 a.m.,19.460,66.350,,,,
14974,11/21/25 11:30:00 a.m.,20.841,56.576,,,,
14975,11/21/25 12:00:00 p.m.,20.388,58.286,,,,
14976,11/21/25 12:30:00 p.m.,20.936,51.214,,,,
14977,11/21/25 01:00:00 p.m.,20.031,55.007,,,,
14978,11/21/25 01:30:00 p.m.,16.320,58.172,,,,
14979,11/21/25 02:00:00 p.m.,13.401,73.119,,,,
14980,11/21/25 02:30:00 p.m.,11.613,76.726,,,,
14981,11/21/25 03:00:00 p.m.,10.173,81.765,,,,
14982,11/21/25 03:30:00 p.m.,8.965,87.686,,,,
14983,11/21/25 04:00:00 p.m.,8.593,90.802,,,,
14984,11/21/25 04:30:00 p.m.,8.220,92.443,,,,
14985,11/21/25 05:00:00 p.m.,7.142,92.972,,,,
14986,11/21/25 05:30:00 p.m.,6.509,94.062,,,,
14987,11/21/25 06:00:00 p.m.,5.076,94.228,,,,
14988,11/21/25 06:30:00 p.m.,5.488,95.429,,,,
14989,11/21/25 07:00:00 p.m.,5.488,95.874,,,,
14990,11/21/25 07:30:00 p.m.,5.847,96.539,,,,
14991,11/21/25 08:00:00 p.m.,6.408,97.062,,,,
14992,11/21/25 08:30:00 p.m.,6.179,97.343,,,,
14993,11/21/25 09:00:00 p.m.,5.668,97.471,,,,
14994,11/21/25 09:30:00 p.m.,5.076,97.722,,,,
14995,11/21/25 10:00:00 p.m.,5.179,98.043,,,,
14996,11/21/25 10:30:00 p.m.,5.231,98.155,,,,
14997,11/21/25 11:00:00 p.m.,4.532,98.251,,,,
14998,11/21/25 11:30:00 p.m.,4.350,98.393,,,,
14999,11/22/25 12:00:00 a.m.,4.141,98.480,,,,
15000,11/22/25 12:30:00 a.m.,4.089,98.610,,,,
15001,11/22/25 01:00:00 a.m.,4.194,98.688,,,,
15002,11/22/25 01:30:00 a.m.,4.037,98.836,,,,
15003,11/22/25 02:00:00 a.m.,2.744,98.710,,,,
15004,11/22/25 02:30:00 a.m.,1.994,98.783,,,,
15005,11/22/25 03:00:00 a.m.,2.262,99.051,,,,
15006,11/22/25 03:30:00 a.m.,3.485,99.353,,,,
15007,11/22/25 04:00:00 a.m.,2.770,99.196,,,,
15008,11/22/25 04:30:00 a.m.,1.751,99.143,,,,
15009,11/22/25 05:00:00 a.m.,1.317,99.351,,,,
15010,11/22/25 05:30:00 a.m.,2.423,99.407,,,,
15011,11/22/25 06:00:00 a.m.,2.877,99.466,,,,
15012,11/22/25 06:30:00 a.m.,3.985,99.711,,,,
15013,11/22/25 07:00:00 a.m.,5.847,99.737,,,,
15014,11/22/25 07:30:00 a.m.,6.458,99.863,,,,
15015,11/22/25 08:00:00 a.m.,7.569,100.000,,,,
15016,11/22/25 08:30:00 a.m.,8.618,99.498,,,,
15017,11/22/25 09:00:00 a.m.,8.990,96.728,,,,
15018,11/22/25 09:30:00 a.m.,10.198,96.279,,,,
15019,11/22/25 10:00:00 a.m.,10.932,94.754,,,,
15020,11/22/25 10:30:00 a.m.,14.553,84.328,,,,
15021,11/22/25 11:00:00 a.m.,13.594,81.499,,,,
15022,11/22/25 11:30:00 a.m.,10.712,86.082,,,,
15023,11/22/25 12:00:00 p.m.,15.414,79.223,,,,
15024,11/22/25 12:30:00 p.m.,17.130,73.457,,,,
15025,11/22/25 01:00:00 p.m.,17.510,70.275,,,,
15026,11/22/25 01:30:00 p.m.,17.249,68.335,,,,
15027,11/22/25 02:00:00 p.m.,17.415,66.578,,,,
15028,11/22/25 02:30:00 p.m.,16.082,64.872,,,,
15029,11/22/25 03:00:00 p.m.,15.509,63.653,,,,
15030,11/22/25 03:30:00 p.m.,14.146,65.355,,,,
15031,11/22/25 04:00:00 p.m.,11.710,68.041,,,,
15032,11/22/25 04:30:00 p.m.,10.932,76.915,,,,
15033,11/22/25 05:00:00 p.m.,8.344,81.514,,,,
15034,11/22/25 05:30:00 p.m.,7.066,85.111,,,,
15035,11/22/25 06:00:00 p.m.,5.872,89.295,,,,
15036,11/22/25 06:30:00 p.m.,4.402,90.219,,,,
15037,11/22/25 07:00:00 p.m.,5.360,92.681,,,,
15038,11/22/25 07:30:00 p.m.,6.611,92.329,,,,
15039,11/22/25 08:00:00 p.m.,6.889,91.032,,,,
15040,11/22/25 08:30:00 p.m.,6.306,91.187,,,,
15041,11/22/25 09:00:00 p.m.,6.026,92.881,,,,
15042,11/22/25 09:30:00 p.m.,5.668,93.788,,,,
15043,11/22/25 10:00:00 p.m.,6.153,95.213,,,,
15044,11/22/25 10:30:00 p.m.,5.076,95.219,,,,
15045,11/22/25 11:00:00 p.m.,4.610,95.167,,,,
15046,11/22/25 11:30:00 p.m.,5.360,93.856,,,,
15047,11/23/25 12:00:00 a.m.,5.282,92.410,,,,
15048,11/23/25 12:30:00 a.m.,4.844,93.021,,,,
15049,11/23/25 01:00:00 a.m.,3.301,93.209,,,,
15050,11/23/25 01:30:00 a.m.,2.262,94.065,,,,
15051,11/23/25 02:00:00 a.m.,4.141,95.997,,,,
15052,11/23/25 02:30:00 a.m.,2.956,95.965,,,,
15053,11/23/25 03:00:00 a.m.,3.880,96.756,,,,
15054,11/23/25 03:30:00 a.m.,4.141,96.975,,,,
15055,11/23/25 04:00:00 a.m.,4.350,97.179,,,,
15056,11/23/25 04:30:00 a.m.,3.932,96.917,,,,
15057,11/23/25 05:00:00 a.m.,5.076,97.332,,,,
15058,11/23/25 05:30:00 a.m.,5.282,97.071,,,,
15059,11/23/25 06:00:00 a.m.,5.514,96.816,,,,
15060,11/23/25 06:30:00 a.m.,6.458,96.435,,,,
15061,11/23/25 07:00:00 a.m.,6.763,96.419,,,,
15062,11/23/25 07:30:00 a.m.,6.788,96.525,,,,
15063,11/23/25 08:00:00 a.m.,7.645,97.131,,,,
15064,11/23/25 08:30:00 a.m.,8.668,97.288,,,,
15065,11/23/25 09:00:00 a.m.,9.534,95.873,,,,
15066,11/23/25 09:30:00 a.m.,9.756,96.134,,,,
15067,11/23/25 10:00:00 a.m.,10.100,94.965,,,,
15068,11/23/25 10:30:00 a.m.,10.956,95.243,,,,
15069,11/23/25 11:00:00 a.m.,9.952,92.611,,,,
15070,11/23/25 11:30:00 a.m.,9.386,95.331,,,,
15071,11/23/25 12:00:00 p.m.,9.780,96.342,,,,
15072,11/23/25 12:30:00 p.m.,11.078,97.447,,,,
15073,11/23/25 01:00:00 p.m.,11.175,93.209,,,,
15074,11/23/25 01:30:00 p.m.,12.098,88.871,,,,
15075,11/23/25 02:00:00 p.m.,14.553,83.976,,,,
15076,11/23/25 02:30:00 p.m.,14.864,77.128,,,,
15077,11/23/25 03:00:00 p.m.,14.218,75.228,,,,
15078,11/23/25 03:30:00 p.m.,13.570,71.079,,,,
15079,11/23/25 04:00:00 p.m.,11.565,76.190,,,,
15080,11/23/25 04:30:00 p.m.,9.139,81.317,,,,
15081,11/23/25 05:00:00 p.m.,7.845,87.698,,,,
15082,11/23/25 05:30:00 p.m.,6.509,89.967,,,,
15083,11/23/25 06:00:00 p.m.,4.636,90.430,,,,
15084,11/23/25 06:30:00 p.m.,3.932,92.282,,,,
15085,11/23/25 07:00:00 p.m.,4.194,94.289,,,,
15086,11/23/25 07:30:00 p.m.,3.380,94.907,,,,
15087,11/23/25 08:00:00 p.m.,3.142,95.846,,,,
15088,11/23/25 08:30:00 p.m.,4.089,96.863,,,,
15089,11/23/25 09:00:00 p.m.,4.844,97.316,,,,
15090,11/23/25 09:30:00 p.m.,5.257,97.675,,,,
15091,11/23/25 10:00:00 p.m.,5.308,98.006,,,,
15092,11/23/25 10:30:00 p.m.,5.668,98.229,,,,
15093,11/23/25 11:00:00 p.m.,5.411,98.376,,,,
15094,11/23/25 11:30:00 p.m.,5.745,98.640,,,,
15095,11/24/25 12:00:00 a.m.,5.796,98.776,,,,
15096,11/24/25 12:30:00 a.m.,5.668,98.959,,,,
15097,11/24/25 01:00:00 a.m.,5.642,99.049,,,,
15098,11/24/25 01:30:00 a.m.,5.565,99.245,,,,
15099,11/24/25 02:00:00 a.m.,5.488,99.345,,,,
15100,11/24/25 02:30:00 a.m.,5.514,99.425,,,,
15101,11/24/25 03:00:00 a.m.,5.179,99.402,,,,
15102,11/24/25 03:30:00 a.m.,4.662,99.496,,,,
15103,11/24/25 04:00:00 a.m.,4.869,99.820,,,,
15104,11/24/25 04:30:00 a.m.,5.205,99.748,,,,
15105,11/24/25 05:00:00 a.m.,5.102,99.766,,,,
15106,11/24/25 05:30:00 a.m.,4.324,99.664,,,,
15107,11/24/25 06:00:00 a.m.,4.141,99.780,,,,
15108,11/24/25 06:30:00 a.m.,4.063,99.950,,,,
15109,11/24/25 07:00:00 a.m.,5.437,100.000,,,,
15110,11/24/25 07:30:00 a.m.,6.611,100.000,,,,
15111,11/24/25 08:00:00 a.m.,7.015,100.000,,,,
15112,11/24/25 08:30:00 a.m.,8.618,100.000,,,,
15113,11/24/25 09:00:00 a.m.,8.319,100.000,,,,
15114,11/24/25 09:30:00 a.m.,7.695,100.000,,,,
15115,11/24/25 10:00:00 a.m.,8.717,100.000,,,,
15116,11/24/25 10:30:00 a.m.,9.952,99.972,,,,
15117,11/24/25 11:00:00 a.m.,9.731,99.119,,,,
15118,11/24/25 11:30:00 a.m.,10.173,98.846,,,,
15119,11/24/25 12:00:00 p.m.,9.509,98.265,,,,
15120,11/24/25 12:30:00 p.m.,9.879,98.615,,,,
15121,11/24/25 01:00:00 p.m.,9.731,98.276,,,,
15122,11/24/25 01:30:00 p.m.,10.541,97.651,,,,
15123,11/24/25 02:00:00 p.m.,11.248,96.410,,,,
15124,11/24/25 02:30:00 p.m.,10.124,95.477,,,,
15125,11/24/25 03:00:00 p.m.,9.829,95.651,,,,
15126,11/24/25 03:30:00 p.m.,9.163,96.175,,,,
15127,11/24/25 04:00:00 p.m.,8.841,95.988,,,,
15128,11/24/25 04:30:00 p.m.,8.045,95.873,,,,
15129,11/24/25 05:00:00 p.m.,7.066,96.205,,,,
15130,11/24/25 05:30:00 p.m.,6.737,96.882,,,,
15131,11/24/25 06:00:00 p.m.,6.051,97.062,,,,
15132,11/24/25 06:30:00 p.m.,4.428,96.517,,,,
15133,11/24/25 07:00:00 p.m.,2.503,95.987,,,,
15134,11/24/25 07:30:00 p.m.,2.236,96.616,,,,
15135,11/24/25 08:00:00 p.m.,4.089,97.835,,,,
15136,11/24/25 08:30:00 p.m.,5.102,98.508,,,,
15137,11/24/25 09:00:00 p.m.,5.231,98.836,,,,
15138,11/24/25 09:30:00 p.m.,5.437,99.136,,,,
15139,11/24/25 10:00:00 p.m.,5.360,99.357,,,,
15140,11/24/25 10:30:00 p.m.,5.102,99.477,,,,
15141,11/24/25 11:00:00 p.m.,5.024,99.648,,,,
15142,11/24/25 11:30:00 p.m.,5.102,99.670,,,,
15143,11/25/25 12:00:00 a.m.,4.324,99.785,,,,
15144,11/25/25 12:30:00 a.m.,4.688,99.961,,,,
15145,11/25/25 01:00:00 a.m.,4.662,100.000,,,,
15146,11/25/25 01:30:00 a.m.,4.662,99.978,,,,
15147,11/25/25 02:00:00 a.m.,4.376,100.000,,,,
15148,11/25/25 02:30:00 a.m.,3.722,99.900,,,,
15149,11/25/25 03:00:00 a.m.,3.354,100.000,,,,
15150,11/25/25 03:30:00 a.m.,4.141,100.000,,,,
15151,11/25/25 04:00:00 a.m.,4.194,100.000,,,,
15152,11/25/25 04:30:00 a.m.,4.141,100.000,,,,
15153,11/25/25 05:00:00 a.m.,4.089,100.000,,,,
15154,11/25/25 05:30:00 a.m.,4.037,100.000,,,,
15155,11/25/25 06:00:00 a.m.,4.037,100.000,,,,
15156,11/25/25 06:30:00 a.m.,4.999,100.000,,,,
15157,11/25/25 07:00:00 a.m.,6.585,100.000,,,,
15158,11/25/25 07:30:00 a.m.,8.344,100.000,,,,
15159,11/25/25 08:00:00 a.m.,10.051,97.417,,,,
15160,11/25/25 08:30:00 a.m.,11.856,92.148,,,,
15161,11/25/25 09:00:00 a.m.,14.984,82.054,,,,
15162,11/25/25 09:30:00 a.m.,13.112,82.182,,,,
15163,11/25/25 10:00:00 a.m.,13.786,81.104,,,,
15164,11/25/25 10:30:00 a.m.,12.268,85.999,,,,
15165,11/25/25 11:00:00 a.m.,11.832,86.853,,,,
15166,11/25/25 11:30:00 a.m.,15.127,80.187,,,,
15167,11/25/25 12:00:00 p.m.,14.649,76.915,,,,
15168,11/25/25 12:30:00 p.m.,11.394,87.462,,,,
15169,11/25/25 01:00:00 p.m.,11.370,90.416,,,,
15170,11/25/25 01:30:00 p.m.,11.370,90.832,,,,
15171,11/25/25 02:00:00 p.m.,13.137,85.884,,,,
15172,11/25/25 02:30:00 p.m.,12.219,82.848,,,,
15173,11/25/25 03:00:00 p.m.,12.171,82.404,,,,
15174,11/25/25 03:30:00 p.m.,12.582,79.963,,,,
15175,11/25/25 04:00:00 p.m.,11.029,83.465,,,,
15176,11/25/25 04:30:00 p.m.,10.467,84.538,,,,
15177,11/25/25 05:00:00 p.m.,8.817,84.523,,,,
15178,11/25/25 05:30:00 p.m.,7.419,85.849,,,,
15179,11/25/25 06:00:00 p.m.,5.924,88.438,,,,
15180,11/25/25 06:30:00 p.m.,5.179,91.806,,,,
15181,11/25/25 07:00:00 p.m.,5.154,93.502,,,,
15182,11/25/25 07:30:00 p.m.,4.973,94.126,,,,
15183,11/25/25 08:00:00 p.m.,5.102,94.384,,,,
15184,11/25/25 08:30:00 p.m.,5.360,94.304,,,,
15185,11/25/25 09:00:00 p.m.,6.255,94.444,,,,
15186,11/25/25 09:30:00 p.m.,6.484,92.473,,,,
15187,11/25/25 10:00:00 p.m.,6.611,92.329,,,,
15188,11/25/25 10:30:00 p.m.,6.331,93.914,,,,
15189,11/25/25 11:00:00 p.m.,6.153,93.517,,,,
15190,11/25/25 11:30:00 p.m.,6.306,94.258,,,,
15191,11/26/25 12:00:00 a.m.,6.051,94.514,,,,
15192,11/26/25 12:30:00 a.m.,5.898,94.896,,,,
15193,11/26/25 01:00:00 a.m.,6.102,96.510,,,,
15194,11/26/25 01:30:00 a.m.,5.949,97.182,,,,
15195,11/26/25 02:00:00 a.m.,5.975,97.728,,,,
15196,11/26/25 02:30:00 a.m.,6.077,98.197,,,,
15197,11/26/25 03:00:00 a.m.,6.000,98.493,,,,
15198,11/26/25 03:30:00 a.m.,6.051,98.775,,,,
15199,11/26/25 04:00:00 a.m.,5.898,98.975,,,,
15200,11/26/25 04:30:00 a.m.,5.847,99.131,,,,
15201,11/26/25 05:00:00 a.m.,5.719,99.216,,,,
15202,11/26/25 05:30:00 a.m.,5.745,99.272,,,,
15203,11/26/25 06:00:00 a.m.,5.642,99.388,,,,
15204,11/26/25 06:30:00 a.m.,5.898,99.413,,,,
15205,11/26/25 07:00:00 a.m.,6.281,99.570,,,,
15206,11/26/25 07:30:00 a.m.,6.661,99.580,,,,
15207,11/26/25 08:00:00 a.m.,7.368,99.537,,,,
15208,11/26/25 08:30:00 a.m.,7.870,99.189,,,,
15209,11/26/25 09:00:00 a.m.,8.394,98.845,,,,
15210,11/26/25 09:30:00 a.m.,9.731,98.624,,,,
15211,11/26/25 10:00:00 a.m.,10.051,98.613,,,,
15212,11/26/25 10:30:00 a.m.,10.907,98.876,,,,
15213,11/26/25 11:00:00 a.m.,9.952,98.064,,,,
15214,11/26/25 11:30:00 a.m.,11.370,98.755,,,,
15215,11/26/25 12:00:00 p.m.,12.340,98.571,,,,
15216,11/26/25 12:30:00 p.m.,12.727,98.250,,,,
15217,11/26/25 01:00:00 p.m.,12.582,96.693,,,,
15218,11/26/25 01:30:00 p.m.,11.224,95.518,,,,
15219,11/26/25 02:00:00 p.m.,11.346,96.512,,,,
15220,11/26/25 02:30:00 p.m.,12.389,93.575,,,,
15221,11/26/25 03:00:00 p.m.,10.785,95.299,,,,
15222,11/26/25 03:30:00 p.m.,10.001,96.100,,,,
15223,11/26/25 04:00:00 p.m.,9.312,96.716,,,,
15224,11/26/25 04:30:00 p.m.,8.941,97.213,,,,
15225,11/26/25 05:00:00 p.m.,8.020,97.061,,,,
15226,11/26/25 05:30:00 p.m.,7.368,97.253,,,,
15227,11/26/25 06:00:00 p.m.,6.788,97.659,,,,
15228,11/26/25 06:30:00 p.m.,6.408,97.996,,,,
15229,11/26/25 07:00:00 p.m.,6.306,98.359,,,,
15230,11/26/25 07:30:00 p.m.,6.179,98.665,,,,
15231,11/26/25 08:00:00 p.m.,5.847,98.766,,,,
15232,11/26/25 08:30:00 p.m.,6.204,99.013,,,,
15233,11/26/25 09:00:00 p.m.,6.382,99.063,,,,
15234,11/26/25 09:30:00 p.m.,6.382,99.112,,,,
15235,11/26/25 10:00:00 p.m.,6.408,99.241,,,,
15236,11/26/25 10:30:00 p.m.,6.357,99.397,,,,
15237,11/26/25 11:00:00 p.m.,6.230,99.458,,,,
15238,11/26/25 11:30:00 p.m.,6.051,99.505,,,,
15239,11/27/25 12:00:00 a.m.,6.051,99.626,,,,
15240,11/27/25 12:30:00 a.m.,5.565,99.657,,,,
15241,11/27/25 01:00:00 a.m.,5.462,99.724,,,,
15242,11/27/25 01:30:00 a.m.,5.488,99.780,,,,
15243,11/27/25 02:00:00 a.m.,5.591,99.906,,,,
15244,11/27/25 02:30:00 a.m.,5.462,99.966,,,,
15245,11/27/25 03:00:00 a.m.,5.205,99.989,,,,
15246,11/27/25 03:30:00 a.m.,4.298,99.897,,,,
15247,11/27/25 04:00:00 a.m.,3.089,99.837,,,,
15248,11/27/25 04:30:00 a.m.,2.797,100.000,,,,
15249,11/27/25 05:00:00 a.m.,4.818,100.000,,,,
15250,11/27/25 05:30:00 a.m.,5.437,100.000,,,,
15251,11/27/25 06:00:00 a.m.,5.616,100.000,,,,
15252,11/27/25 06:30:00 a.m.,6.230,100.000,,,,
15253,11/27/25 07:00:00 a.m.,6.940,100.000,,,,
15254,11/27/25 07:30:00 a.m.,8.020,100.000,,,,
15255,11/27/25 08:00:00 a.m.,9.015,100.000,,,,
15256,11/27/25 08:30:00 a.m.,10.198,100.000,,,,
15257,11/27/25 09:00:00 a.m.,10.565,99.154,,,,
15258,11/27/25 09:30:00 a.m.,10.394,98.061,,,,
15259,11/27/25 10:00:00 a.m.,10.687,97.917,,,,
15260,11/27/25 10:30:00 a.m.,11.759,96.624,,,,
15261,11/27/25 11:00:00 a.m.,16.201,89.130,,,,
15262,11/27/25 11:30:00 a.m.,17.106,80.255,,,,
15263,11/27/25 12:00:00 p.m.,17.415,80.294,,,,
15264,11/27/25 12:30:00 p.m.,17.915,73.554,,,,
15265,11/27/25 01:00:00 p.m.,16.606,73.068,,,,
15266,11/27/25 01:30:00 p.m.,14.218,75.706,,,,
15267,11/27/25 02:00:00 p.m.,12.461,80.975,,,,
15268,11/27/25 02:30:00 p.m.,13.305,80.011,,,,
15269,11/27/25 03:00:00 p.m.,12.147,79.073,,,,
15270,11/27/25 03:30:00 p.m.,13.522,76.262,,,,
15271,11/27/25 04:00:00 p.m.,12.389,78.106,,,,
15272,11/27/25 04:30:00 p.m.,11.078,81.942,,,,
15273,11/27/25 05:00:00 p.m.,9.608,85.344,,,,
15274,11/27/25 05:30:00 p.m.,8.618,87.809,,,,
15275,11/27/25 06:00:00 p.m.,7.368,88.900,,,,
15276,11/27/25 06:30:00 p.m.,7.066,90.924,,,,
15277,11/27/25 07:00:00 p.m.,6.102,91.692,,,,
15278,11/27/25 07:30:00 p.m.,4.973,92.053,,,,
15279,11/27/25 08:00:00 p.m.,3.643,93.002,,,,
15280,11/27/25 08:30:00 p.m.,2.930,94.048,,,,
15281,11/27/25 09:00:00 p.m.,3.380,95.422,,,,
15282,11/27/25 09:30:00 p.m.,4.766,96.708,,,,
15283,11/27/25 10:00:00 p.m.,5.437,97.261,,,,
15284,11/27/25 10:30:00 p.m.,5.949,97.623,,,,
15285,11/27/25 11:00:00 p.m.,5.898,97.854,,,,
15286,11/27/25 11:30:00 p.m.,5.949,98.112,,,,
15287,11/28/25 12:00:00 a.m.,5.847,98.328,,,,
15288,11/28/25 12:30:00 a.m.,5.024,98.292,,,,
15289,11/28/25 01:00:00 a.m.,4.818,98.719,,,,
15290,11/28/25 01:30:00 a.m.,5.076,98.937,,,,
15291,11/28/25 02:00:00 a.m.,5.385,99.073,,,,
15292,11/28/25 02:30:00 a.m.,5.076,98.937,,,,
15293,11/28/25 03:00:00 a.m.,5.668,99.347,,,,
15294,11/28/25 03:30:00 a.m.,5.565,99.391,,,,
15295,11/28/25 04:00:00 a.m.,3.564,99.231,,,,
15296,11/28/25 04:30:00 a.m.,2.717,99.372,,,,
15297,11/28/25 05:00:00 a.m.,2.610,99.485,,,,
15298,11/28/25 05:30:00 a.m.,2.343,99.670,,,,
15299,11/28/25 06:00:00 a.m.,4.220,99.947,,,,
15300,11/28/25 06:30:00 a.m.,4.141,99.924,,,,
15301,11/28/25 07:00:00 a.m.,6.661,100.000,,,,
15302,11/28/25 07:30:00 a.m.,7.318,100.000,,,,
15303,11/28/25 08:00:00 a.m.,8.519,100.000,,,,
15304,11/28/25 08:30:00 a.m.,8.792,100.000,,,,
15305,11/28/25 09:00:00 a.m.,10.932,100.000,,,,
15306,11/28/25 09:30:00 a.m.,13.546,98.272,,,,
15307,11/28/25 10:00:00 a.m.,14.529,85.970,,,,
15308,11/28/25 10:30:00 a.m.,14.649,84.160,,,,
15309,11/28/25 11:00:00 a.m.,15.915,78.411,,,,
15310,11/28/25 11:30:00 a.m.,16.225,73.963,,,,
15311,11/28/25 12:00:00 p.m.,16.177,75.853,,,,
15312,11/28/25 12:30:00 p.m.,18.057,71.248,,,,
15313,11/28/25 01:00:00 p.m.,16.939,64.844,,,,
15314,11/28/25 01:30:00 p.m.,18.509,60.601,,,,
15315,11/28/25 02:00:00 p.m.,16.368,63.681,,,,
15316,11/28/25 02:30:00 p.m.,15.175,68.101,,,,
15317,11/28/25 03:00:00 p.m.,13.930,71.576,,,,
15318,11/28/25 03:30:00 p.m.,10.980,76.925,,,,
15319,11/28/25 04:00:00 p.m.,9.829,84.442,,,,
15320,11/28/25 04:30:00 p.m.,9.485,85.236,,,,
15321,11/28/25 05:00:00 p.m.,8.270,84.686,,,,
15322,11/28/25 05:30:00 p.m.,7.268,88.565,,,,
15323,11/28/25 06:00:00 p.m.,6.331,91.219,,,,
15324,11/28/25 06:30:00 p.m.,6.306,92.048,,,,
15325,11/28/25 07:00:00 p.m.,5.796,92.921,,,,
15326,11/28/25 07:30:00 p.m.,5.693,93.820,,,,
15327,11/28/25 08:00:00 p.m.,5.770,92.864,,,,
15328,11/28/25 08:30:00 p.m.,5.693,91.182,,,,
15329,11/28/25 09:00:00 p.m.,4.350,90.987,,,,
15330,11/28/25 09:30:00 p.m.,3.591,92.839,,,,
15331,11/28/25 10:00:00 p.m.,2.770,93.660,,,,
15332,11/28/25 10:30:00 p.m.,2.236,94.450,,,,
15333,11/28/25 11:00:00 p.m.,1.561,95.242,,,,
15334,11/28/25 11:30:00 p.m.,2.262,96.114,,,,
15335,11/29/25 12:00:00 a.m.,2.610,96.623,,,,
15336,11/29/25 12:30:00 a.m.,2.690,97.009,,,,
15337,11/29/25 01:00:00 a.m.,3.168,97.481,,,,
15338,11/29/25 01:30:00 a.m.,3.009,97.774,,,,
15339,11/29/25 02:00:00 a.m.,2.956,97.856,,,,
15340,11/29/25 02:30:00 a.m.,2.503,98.113,,,,
15341,11/29/25 03:00:00 a.m.,1.724,98.133,,,,
15342,11/29/25 03:30:00 a.m.,1.859,98.410,,,,
15343,11/29/25 04:00:00 a.m.,1.398,98.518,,,,
15344,11/29/25 04:30:00 a.m.,1.751,98.857,,,,
15345,11/29/25 05:00:00 a.m.,2.074,98.902,,,,
15346,11/29/25 05:30:00 a.m.,1.697,98.937,,,,
15347,11/29/25 06:00:00 a.m.,1.697,99.080,,,,
15348,11/29/25 06:30:00 a.m.,1.778,99.198,,,,
15349,11/29/25 07:00:00 a.m.,4.973,99.609,,,,
15350,11/29/25 07:30:00 a.m.,7.845,99.035,,,,
15351,11/29/25 08:00:00 a.m.,11.321,90.716,,,,
15352,11/29/25 08:30:00 a.m.,14.170,76.032,,,,
15353,11/29/25 09:00:00 a.m.,16.677,68.697,,,,
15354,11/29/25 09:30:00 a.m.,18.485,61.710,,,,
15355,11/29/25 10:00:00 a.m.,19.746,55.397,,,,
15356,11/29/25 10:30:00 a.m.,18.319,60.027,,,,
15357,11/29/25 11:00:00 a.m.,18.057,57.835,,,,
15358,11/29/25 11:30:00 a.m.,20.126,56.254,,,,
15359,11/29/25 12:00:00 p.m.,20.650,52.238,,,,
15360,11/29/25 12:30:00 p.m.,20.984,49.964,,,,
15361,11/29/25 01:00:00 p.m.,20.936,48.569,,,,
15362,11/29/25 01:30:00 p.m.,20.936,52.216,,,,
15363,11/29/25 02:00:00 p.m.,16.225,55.428,,,,
15364,11/29/25 02:30:00 p.m.,12.316,74.253,,,,
15365,11/29/25 03:00:00 p.m.,9.608,84.550,,,,
15366,11/29/25 03:30:00 p.m.,8.841,88.904,,,,
15367,11/29/25 04:00:00 p.m.,8.792,91.134,,,,
15368,11/29/25 04:30:00 p.m.,9.262,90.920,,,,
15369,11/29/25 05:00:00 p.m.,8.519,88.927,,,,
15370,11/29/25 05:30:00 p.m.,7.343,88.919,,,,
15371,11/29/25 06:00:00 p.m.,6.687,90.980,,,,
15372,11/29/25 06:30:00 p.m.,5.411,91.715,,,,
15373,11/29/25 07:00:00 p.m.,3.932,92.132,,,,
15374,11/29/25 07:30:00 p.m.,2.664,92.842,,,,
15375,11/29/25 08:00:00 p.m.,1.724,93.405,,,,
15376,11/29/25 08:30:00 p.m.,1.805,94.626,,,,
15377,11/29/25 09:00:00 p.m.,1.859,95.226,,,,
15378,11/29/25 09:30:00 p.m.,2.797,96.067,,,,
15379,11/29/25 10:00:00 p.m.,4.194,96.965,,,,
15380,11/29/25 10:30:00 p.m.,4.610,97.397,,,,
15381,11/29/25 11:00:00 p.m.,4.818,97.699,,,,
15382,11/29/25 11:30:00 p.m.,4.973,97.840,,,,
15383,11/30/25 12:00:00 a.m.,3.880,97.728,,,,
15384,11/30/25 12:30:00 a.m.,3.670,98.105,,,,
15385,11/30/25 01:00:00 a.m.,4.506,98.365,,,,
15386,11/30/25 01:30:00 a.m.,4.506,98.510,,,,
15387,11/30/25 02:00:00 a.m.,4.037,98.547,,,,
15388,11/30/25 02:30:00 a.m.,3.932,98.662,,,,
15389,11/30/25 03:00:00 a.m.,4.194,98.881,,,,
15390,11/30/25 03:30:00 a.m.,4.376,98.884,,,,
15391,11/30/25 04:00:00 a.m.,4.141,98.962,,,,
15392,11/30/25 04:30:00 a.m.,4.454,99.075,,,,
15393,11/30/25 05:00:00 a.m.,3.906,98.558,,,,
15394,11/30/25 05:30:00 a.m.,2.047,98.703,,,,
15395,11/30/25 06:00:00 a.m.,3.591,99.191,,,,
15396,11/30/25 06:30:00 a.m.,4.714,99.511,,,,
15397,11/30/25 07:00:00 a.m.,5.898,99.606,,,,
